URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Максимальное сечение проводников,Маркировка
https://001.com.ua/marker-mk1-2-5-mm2-simvol-4-1000-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК1- 2,5 мм² символ ""4"" 1000 шт/рол, IEK",Маркер кабельный,IEK,UMK10-4,UMK10-4,instock,1,12,"72,48","Маркер МК1- 2,5 мм² символ ""4"" 1000 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркировка цифры</td><td>4</td></tr></tbody></table> ","Маркер МК1- 2,5 мм² символ ""4"" 1000 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркування цифри</td><td>4</td></tr></tbody></table> ","Русский ~ 2,5",Русский ~ 4
https://001.com.ua/marker-mk1-2-5-mm2-simvol-6-1000-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК1- 2,5 мм² символ ""6"" 1000 шт/рол, IEK",Маркер кабельный,IEK,UMK10-6,UMK10-6,instock,1,12,"72,48","Маркер МК1- 2,5 мм² символ ""6"" 1000 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркировка цифры</td><td>6</td></tr></tbody></table> ","Маркер МК1- 2,5 мм² символ ""6"" 1000 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркування цифри</td><td>6</td></tr></tbody></table> ","Русский ~ 2,5",Русский ~ 6
https://001.com.ua/marker-mk1-2-5-mm2-simvol-7-1000-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК1- 2,5 мм² символ ""7"" 1000 шт/рол, IEK",Маркер кабельный,IEK,UMK10-7,UMK10-7,instock,1,12,"72,48","Маркер МК1- 2,5 мм² символ ""7"" 1000 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркировка цифры</td><td>7</td></tr></tbody></table> ","Маркер МК1- 2,5 мм² символ ""7"" 1000 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркування цифри</td><td>7</td></tr></tbody></table> ","Русский ~ 2,5",Русский ~ 7
https://001.com.ua/marker-mk1-2-5-mm2-simvol-a-1000-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК1- 2,5 мм² символ ""A"" 1000 шт/рол, IEK",Маркер кабельный,IEK,UMK10-A,UMK10-A,instock,1,12,"72,48","Маркер МК1- 2,5 мм² символ ""A"" 1000 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркировка цифры</td><td>A</td></tr></tbody></table> ","Маркер МК1- 2,5 мм² символ ""A"" 1000 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркування цифри</td><td>A</td></tr></tbody></table> ","Русский ~ 2,5",Русский ~ A
https://001.com.ua/marker-mk1-2-5-mm2-simvol-b-1000-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК1- 2,5 мм² символ ""B"" 1000 шт/рол, IEK",Маркер кабельный,IEK,UMK10-B,UMK10-B,instock,1,12,"72,48","Маркер МК1- 2,5 мм² символ ""B"" 1000 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркировка цифры</td><td>B</td></tr></tbody></table> ","Маркер МК1- 2,5 мм² символ ""B"" 1000 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркування цифри</td><td>B</td></tr></tbody></table> ","Русский ~ 2,5",Русский ~ B
https://001.com.ua/marker-mk1-2-5-mm2-simvol-c-1000-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК1- 2,5 мм² символ ""C"" 1000 шт/рол, IEK",Маркер кабельный,IEK,UMK10-C,UMK10-C,instock,1,12,"72,48","Маркер МК1- 2,5 мм² символ ""C"" 1000 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркировка цифры</td><td>C</td></tr></tbody></table> ","Маркер МК1- 2,5 мм² символ ""C"" 1000 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>2,5</td></tr><tr><td>Маркування цифри</td><td>C</td></tr></tbody></table> ","Русский ~ 2,5",Русский ~ C
https://001.com.ua/marker-mk2-4-mm2-simvol-2-500-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК2- 4 мм² символ ""2"" 500 шт/рол, IEK",Маркер кабельный,IEK,UMK20-2,UMK20-2,instock,1,12,"72,48","Маркер МК2- 4 мм² символ ""2"" 500 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркировка цифры</td><td>2</td></tr></tbody></table> ","Маркер МК2- 4 мм² символ ""2"" 500 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркування цифри</td><td>2</td></tr></tbody></table> ",Русский ~ 4,Русский ~ 2
https://001.com.ua/marker-mk2-4-mm2-simvol-3-500-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК2- 4 мм² символ ""3"" 500 шт/рол, IEK",Маркер кабельный,IEK,UMK20-3,UMK20-3,instock,1,12,"72,48","Маркер МК2- 4 мм² символ ""3"" 500 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркировка цифры</td><td>3</td></tr></tbody></table> ","Маркер МК2- 4 мм² символ ""3"" 500 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркування цифри</td><td>3</td></tr></tbody></table> ",Русский ~ 4,Русский ~ 3
https://001.com.ua/marker-mk2-4-mm2-simvol-4-500-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК2- 4 мм² символ ""4"" 500 шт/рол, IEK",Маркер кабельный,IEK,UMK20-4,UMK20-4,instock,1,12,"72,48","Маркер МК2- 4 мм² символ ""4"" 500 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркировка цифры</td><td>4</td></tr></tbody></table> ","Маркер МК2- 4 мм² символ ""4"" 500 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркування цифри</td><td>4</td></tr></tbody></table> ",Русский ~ 4,Русский ~ 4
https://001.com.ua/marker-mk2-4-mm2-simvol-8-500-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК2- 4 мм² символ ""8"" 500 шт/рол, IEK",Маркер кабельный,IEK,UMK20-8,UMK20-8,instock,1,12,"72,48","Маркер МК2- 4 мм² символ ""8"" 500 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркировка цифры</td><td>8</td></tr></tbody></table> ","Маркер МК2- 4 мм² символ ""8"" 500 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркування цифри</td><td>8</td></tr></tbody></table> ",Русский ~ 4,Русский ~ 8
https://001.com.ua/marker-mk2-4-mm2-simvol-n-500-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК2- 4 мм² символ ""N"" 500 шт/рол, IEK",Маркер кабельный,IEK,UMK20-N,UMK20-N,instock,1,12,"72,48","Маркер МК2- 4 мм² символ ""N"" 500 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркировка цифры</td><td>N</td></tr></tbody></table> ","Маркер МК2- 4 мм² символ ""N"" 500 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>4</td></tr><tr><td>Маркування цифри</td><td>N</td></tr></tbody></table> ",Русский ~ 4,Русский ~ N
https://001.com.ua/marker-mk3-6-mm2-simvol-0-350-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК3- 6 мм² символ ""0"" 350 шт/рол, IEK",Маркер кабельный,IEK,UMK30-0,UMK30-0,instock,1,12,"72,48","Маркер МК3- 6 мм² символ ""0"" 350 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркировка цифры</td><td>0</td></tr></tbody></table> ","Маркер МК3- 6 мм² символ ""0"" 350 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркування цифри</td><td>0</td></tr></tbody></table> ",Русский ~ 6,Русский ~ 0
https://001.com.ua/marker-mk3-6-mm2-simvol-4-350-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК3- 6 мм² символ ""4"" 350 шт/рол, IEK",Маркер кабельный,IEK,UMK30-4,UMK30-4,instock,1,12,"72,48","Маркер МК3- 6 мм² символ ""4"" 350 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркировка цифры</td><td>4</td></tr></tbody></table> ","Маркер МК3- 6 мм² символ ""4"" 350 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркування цифри</td><td>4</td></tr></tbody></table> ",Русский ~ 6,Русский ~ 4
https://001.com.ua/marker-mk3-6-mm2-simvol-5-350-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК3- 6 мм² символ ""5"" 350 шт/рол, IEK",Маркер кабельный,IEK,UMK30-5,UMK30-5,instock,1,12,"72,48","Маркер МК3- 6 мм² символ ""5"" 350 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркировка цифры</td><td>5</td></tr></tbody></table> ","Маркер МК3- 6 мм² символ ""5"" 350 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркування цифри</td><td>5</td></tr></tbody></table> ",Русский ~ 6,Русский ~ 5
https://001.com.ua/marker-mk3-6-mm2-simvol-6-350-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК3- 6 мм² символ ""6"" 350 шт/рол, IEK",Маркер кабельный,IEK,UMK30-6,UMK30-6,instock,1,12,"72,48","Маркер МК3- 6 мм² символ ""6"" 350 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркировка цифры</td><td>6</td></tr></tbody></table> ","Маркер МК3- 6 мм² символ ""6"" 350 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркування цифри</td><td>6</td></tr></tbody></table> ",Русский ~ 6,Русский ~ 6
https://001.com.ua/marker-mk3-6-mm2-simvol-c-350-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК3- 6 мм² символ ""C"" 350 шт/рол, IEK",Маркер кабельный,IEK,UMK30-C,UMK30-C,instock,1,12,"72,48","Маркер МК3- 6 мм² символ ""C"" 350 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркировка цифры</td><td>C</td></tr></tbody></table> ","Маркер МК3- 6 мм² символ ""C"" 350 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>6</td></tr><tr><td>Маркування цифри</td><td>C</td></tr></tbody></table> ",Русский ~ 6,Русский ~ C
https://001.com.ua/marker-mk3-10-mm2-simvol-4-180-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК3- 10 мм² символ ""4"" 180 шт/рол, IEK",Маркер кабельный,IEK,UMK40-4,UMK40-4,instock,1,12,"72,48","Маркер МК3- 10 мм² символ ""4"" 180 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>10</td></tr><tr><td>Маркировка цифры</td><td>4</td></tr></tbody></table> ","Маркер МК3- 10 мм² символ ""4"" 180 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>10</td></tr><tr><td>Маркування цифри</td><td>4</td></tr></tbody></table> ",Русский ~ 10,Русский ~ 4
https://001.com.ua/marker-mk3-10-mm2-simvol-8-180-sht-rol-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-marker-kabelnyy-photo.jpg,"Маркер МК3- 10 мм² символ ""8"" 180 шт/рол, IEK",Маркер кабельный,IEK,UMK40-8,UMK40-8,instock,1,12,"72,48","Маркер МК3- 10 мм² символ ""8"" 180 шт/рол, IEK","<h2>Описание товара</h2><p>Предназначены для маркировки кабеля в распределительных щитах.</p><p>Выполнены из эластичного, негорючего поливинилхлорида, с отверстием для проводника.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Рабочая температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Цвет</td><td>желтый, черный</td></tr><tr><td>Форма сечения</td><td>круг</td></tr><tr><td>Сечение, мм<sup>2</sup></td><td>10</td></tr><tr><td>Маркировка цифры</td><td>8</td></tr></tbody></table> ","Маркер МК3- 10 мм² символ ""8"" 180 шт/рол, IEK","<h2>Опис товару</h2><p>Призначені для маркування кабелю в розподільних щитах.</p><p>Виконані з еластичного, негорючого полівінілхлориду, з отвором для провідника.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Робоча температура, °С</td><td>-40 ÷ +85</td></tr><tr><td>Колір</td><td>жовтий, чорний</td></tr><tr><td>Форма перетину</td><td>круг</td></tr><tr><td>Перетин, мм<sup>2</sup></td><td>10</td></tr><tr><td>Маркування цифри</td><td>8</td></tr></tbody></table> ",Русский ~ 10,Русский ~ 8
