URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип устройства,Количество полюсов,Номинальный ток,Номинальное напряжение,Степень защиты 
https://001.com.ua/vilka-perenosnaya-vp-16a-2-012-2p-pe-16a-220v-ip44-belaya-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/sockets/asko-vilka-perenosnaya-012-white-photo.jpg ;; https://001.com.ua/media/photos/asko/sockets/gabaritnye-razmery-asko-vilka-perenosnaya-012-photo.jpg,"Вилка переносная ВП 16А/2 (012) 2P+PE 16А 220В IP44 белая, АСКО-УКРЕМ",Силовые разъемы,АСКО-УКРЕМ,A0080010013,A0080010013,instock,1,12,"64,73","Вилка переносная ВП 16А/2 (012) 2P+PE 16А 220В IP44 белая, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Разъемы силовые – специальные штепсельные разъемы, предназначенные для оперативного и безопасного подключения электрооборудования к однофазным или трехфазным источникам электропитания. Данный тип разъемов широко применяется для питания различных мобильных и стационарных электроприборов в аэропортах, вокзалах, на производственных и сельскохозяйственных объектах, строительных площадках.</p><p><strong>Материал изготовления</strong></p><p>Корпуса силовых разъемов производятся из полиамида, который отличается химической, термической и механической стойкостью. Температура эксплуатации разъемов находится в интервале от -40 °C до +110 °C. Высокие эксплуатационные характеристики материала обуславливают продолжительный срок службы изделий. Контакты разъемов производятся из анодированной меди или латуни, что обеспечивает надежное электрическое соединение и низкое переходное электросопротивление. Крепежные элементы изготавливаются из материала, неподверженного коррозии, и изолированы от токопроводящих частей.</p><p><strong>Преимущества:</strong></p><ul><li>удобное и оперативное подключение электропитания;</li><li>обеспечение надежности соединения;</li><li>применение при сложных погодных условиях.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td rowspan=""2"">Материал изготовления</td><td>корпус</td><td>полиамид (-40...+110 °C)</td></tr><tr><td>контакты</td><td>латунь</td></tr><tr><td colspan=""2"">Степень защиты</td><td>IP54</td></tr><tr><td colspan=""2"">Сечение подсоединяемых кабелей</td><td>1-1,25 мм²</td></tr><tr><td colspan=""2"">Положение контакта заземления и ключа</td><td>6h</td></tr></tbody></table> ","Вилка переносна ВП 16А/2 (012) 2P+PE 16А 220В IP44 біла, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Роз'єми силові – спеціальні штепсельні роз'єми, призначені для оперативного і безпечного підключення електроустаткування до однофазних або трифазних джерел електроживлення. Даний тип роз'ємів широко застосовується для живлення різних мобільних і стаціонарних електроприладів в аеропортах, вокзалах, на виробничих і сільськогосподарських об'єктах, будівельних майданчиках.</p><p><strong>Матеріал виготовлення</strong></p><p>Корпуси силових роз'ємів виробляються з поліаміду, який відрізняється хімічною, термічною і механічною стійкістю. Температура експлуатації роз'ємів знаходиться в інтервалі від -40 °C до +110 °C. Високі експлуатаційні характеристики матеріалу зумовлюють тривалий термін служби виробів. Контакти роз'ємів виробляються з анодованої міді або латуні, що забезпечує надійне електричне з'єднання і низький перехідний електроопір. Кріпильні елементи виготовляються з матеріалу, несхильного до корозії, і ізольовані від струмопровідних частин.</p><p><strong>Переваги: ​​</strong></p><ul><li>зручне і оперативне підключення до мережі електроживлення;</li><li>забезпечення надійності з'єднання;</li><li>застосування при складних погодних умовах.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td rowspan=""2"">Матеріал виготовлення</td><td>корпус</td><td>поліамід (-40...+110 °C)</td></tr><tr><td>контакти</td><td>латунь</td></tr><tr><td colspan=""2"">Ступінь захисту</td><td>IP54</td></tr><tr><td colspan=""2"">Перетин приєднуваних кабелів</td><td>1-1,25 мм²</td></tr><tr><td colspan=""2"">Положення контакта заземлення і ключа</td><td>6h</td></tr></tbody></table> ",Русский ~ Переносная вилка,Русский ~ 2P+PE (Schuko),Русский ~ 16,Русский ~ 220 (250),Русский ~ IP44
https://001.com.ua/rozetka-vstraivaemaya-gv-16a-3-413-2p-pe-16a-250v-ip44-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/sockets/asko-rozetka-vstraivaemaya-413-photo.jpg ;; https://001.com.ua/media/photos/asko/sockets/gabaritnye-razmery-asko-rozetka-vstraivaemaya-413-photo.jpg,"Розетка встраиваемая ГВ 16А/3 (413) 2P+PE 16А 250В IP44, АСКО-УКРЕМ",Силовые разъемы,АСКО-УКРЕМ,A0080030001,A0080030001,instock,1,12,"124,47","Розетка встраиваемая ГВ 16А/3 (413) 2P+PE 16А 250В IP44, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Разъемы силовые – специальные штепсельные разъемы, предназначенные для оперативного и безопасного подключения электрооборудования к однофазным или трехфазным источникам электропитания. Данный тип разъемов широко применяется для питания различных мобильных и стационарных электроприборов в аэропортах, вокзалах, на производственных и сельскохозяйственных объектах, строительных площадках.</p><p><strong>Материал изготовления</strong></p><p>Корпуса силовых разъемов производятся из полиамида, который отличается химической, термической и механической стойкостью. Температура эксплуатации разъемов находится в интервале от -40 °C до +110 °C. Высокие эксплуатационные характеристики материала обуславливают продолжительный срок службы изделий. Контакты разъемов производятся из анодированной меди или латуни, что обеспечивает надежное электрическое соединение и низкое переходное электросопротивление. Крепежные элементы изготавливаются из материала, неподверженного коррозии, и изолированы от токопроводящих частей.</p><p><strong>Преимущества:</strong></p><ul><li>удобное и оперативное подключение электропитания;</li><li>обеспечение надежности соединения;</li><li>применение при сложных погодных условиях.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td rowspan=""2"">Материал изготовления</td><td>корпус</td><td>полиамид (-40...+110 °C)</td></tr><tr><td>контакты</td><td>латунь</td></tr><tr><td colspan=""2"">Степень защиты</td><td>IP44</td></tr><tr><td colspan=""2"">Сечение подсоединяемых кабелей</td><td>1-1,25 мм²</td></tr><tr><td colspan=""2"">Положение контакта заземления и ключа</td><td>6h</td></tr></tbody></table> ","Розетка вбудовувана ГВ 16А/3 (413) 2P+PE 16А 250В IP44, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Роз'єми силові – спеціальні штепсельні роз'єми, призначені для оперативного і безпечного підключення електроустаткування до однофазних або трифазних джерел електроживлення. Даний тип роз'ємів широко застосовується для живлення різних мобільних і стаціонарних електроприладів в аеропортах, вокзалах, на виробничих і сільськогосподарських об'єктах, будівельних майданчиках.</p><p><strong>Матеріал виготовлення</strong></p><p>Корпуси силових роз'ємів виробляються з поліаміду, який відрізняється хімічною, термічною і механічною стійкістю. Температура експлуатації роз'ємів знаходиться в інтервалі від -40 °C до +110 °C. Високі експлуатаційні характеристики матеріалу зумовлюють тривалий термін служби виробів. Контакти роз'ємів виробляються з анодованої міді або латуні, що забезпечує надійне електричне з'єднання і низький перехідний електроопір. Кріпильні елементи виготовляються з матеріалу, несхильного до корозії, і ізольовані від струмопровідних частин.</p><p><strong>Переваги: ​​</strong></p><ul><li>зручне і оперативне підключення до мережі електроживлення;</li><li>забезпечення надійності з'єднання;</li><li>застосування при складних погодних умовах.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td rowspan=""2"">Матеріал виготовлення</td><td>корпус</td><td>поліамід (-40...+110 °C)</td></tr><tr><td>контакти</td><td>латунь</td></tr><tr><td colspan=""2"">Ступінь захисту</td><td>IP44</td></tr><tr><td colspan=""2"">Перетин приєднуваних кабелів</td><td>1-1,25 мм²</td></tr><tr><td colspan=""2"">Положення контакта заземлення і ключа</td><td>6h</td></tr></tbody></table> ",Русский ~ Стационарная розетка для скрытой проводки,Русский ~ 2P+PE,Русский ~ 16,Русский ~ 220 (250),Русский ~ IP44
https://001.com.ua/silovaya-rozetka-statsionarnaya-panelnaya-075-2p-pe-16a-250v-ip44-tarel-polsha,new,,,https://001.com.ua/media/photos/tarel/plugs-sockets/tarel-enext-silovaya-rozetka-statsionarnaya-panelnaya-075-photo.jpg ;; https://001.com.ua/media/photos/tarel/plugs-sockets/gabaritnye-razmery-tarel-enext-075-photo.jpg,"Силовая розетка стационарная панельная (075) 2P+PE 16А 250В IP44, TAREL (Польша)",Силовые разъемы,TAREL,075,075,instock,1,12,"213,65","Силовая розетка стационарная панельная (075) 2P+PE 16А 250В IP44, TAREL (Польша)","<h2>Описание товара</h2><p><strong>Стандарт:</strong> французско-бельгийский;</p><p><strong>Корпус:</strong> ударопрочный самозатухающий ПВХ, стойкий к атмосферным воздействиям;</p><p><strong>Степень защиты:</strong> IP44.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>стационарная розетка для скрытой проводки</td></tr><tr><td>Количество полюсов</td><td>2P+PE (Schuko)</td></tr><tr><td>Номинальный ток, А</td><td>16</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>220 (250)</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Силова розетка стаціонарна панельна (075) 2P+PE 16А 250В IP44, TAREL (Польща)","<h2>Опис товару</h2><p><strong>Стандарт:</strong> французько-бельгійський;</p><p><strong>Корпус:</strong> ударостійкий самозатухаючий ПВХ, стійкий до атмосферних впливів;</p><p><strong>Ступінь захисту:</strong> IP44.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>стаціонарна розетка для прихованої проводки</td></tr><tr><td>Кількість полюсів</td><td>2P+PE (Schuko)</td></tr><tr><td>Номінальний струм, А</td><td>16</td></tr><tr><td>Номінальна напруга (≤), В</td><td>220 (250)</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Стационарная розетка для скрытой проводки,Русский ~ 2P+PE (Schuko),Русский ~ 16,Русский ~ 220 (250),Русский ~ IP44
https://001.com.ua/silovaya-rozetka-statsionarnaya-2646-137-3p-n-pe-32a-400v-ip67-tarel-polsha,new,,,https://001.com.ua/media/photos/tarel/plugs-sockets/tarel-enext-silovaya-rozetka-statsionarnaya-2646-137-photo.jpg ;; https://001.com.ua/media/photos/tarel/plugs-sockets/gabaritnye-razmery-tarel-enext-2646-137-photo.jpg,"Силовая розетка стационарная (2646-137) 3P+N+PE 32А 400В IP67, TAREL (Польша)",Силовые разъемы,TAREL,2646-137,2646-137,instock,1,12,"1 082,24","Силовая розетка стационарная (2646-137) 3P+N+PE 32А 400В IP67, TAREL (Польша)","<h2>Описание товара</h2><p><strong>Розетки силовые стационарные</strong> предназначены для подключения электрооборудования на улице или в помещениях с повышенной влажностью и запыленностью.</p><p><strong>Степень защиты:</strong> IP67.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>стационарная розетка</td></tr><tr><td>Количество полюсов</td><td>3P+PE+N</td></tr><tr><td>Номинальный ток, А</td><td>32</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>380 (400)</td></tr><tr><td>Степень защиты</td><td>IP67</td></tr></tbody></table>","Силова розетка стаціонарна (2646-137) 3P+N+PE 32А 400В IP67, TAREL (Польща)","<h2>Опис товару</h2><p><strong>Розетки силові стаціонарні</strong> призначені для підключення електрообладнання на вулиці або в приміщеннях з підвищеною вологістю і запиленістю.</p><p><strong>Ступінь захисту:</strong> IP67.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>стаціонарна розетка</td></tr><tr><td>Кількість полюсів</td><td>3P+PE+N</td></tr><tr><td>Номінальний струм, А</td><td>32</td></tr><tr><td>Номінальна напруга (≤), В</td><td>380 (400)</td></tr><tr><td>Ступінь захисту</td><td>IP67</td></tr></tbody></table>",Русский ~ Стационарная розетка,Русский ~ 3P+PE+N,Русский ~ 32,Русский ~ 380 (400),Русский ~ IP67
https://001.com.ua/silovaya-rozetka-statsionarnaya-vstraivaemaya-070-2p-pe-16a-250v-ip44-tarel-polsha,new,,,https://001.com.ua/media/photos/tarel/plugs-sockets/tarel-enext-silovaya-rozetka-statsionarnaya-vstraivaemaya-070-photo.jpg ;; https://001.com.ua/media/photos/tarel/plugs-sockets/gabaritnye-razmery-tarel-enext-070-photo.jpg,"Силовая розетка стационарная встраиваемая (070) 2P+PE 16А 250В IP44, TAREL (Польша)",Силовые разъемы,TAREL,070,070,instock,1,12,"243,66","Силовая розетка стационарная встраиваемая (070) 2P+PE 16А 250В IP44, TAREL (Польша)","<h2>Описание товара</h2><p><strong>Розетки силовые встраиваемые</strong> устанавливаются в монтажные наборы, боксы, шкафы, установочные коробки. Предназначены для подключения силовых вилок.</p><p><strong>Корпус:</strong> ударопрочный самозатухающий ПВХ, стойкий к атмосферным воздействиям;</p><p><strong>Степень защиты:</strong> IP44.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>стационарная розетка для скрытой проводки</td></tr><tr><td>Количество полюсов</td><td>2P+PE</td></tr><tr><td>Номинальный ток, А</td><td>16</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>220 (250)</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Силова розетка стаціонарна вбудовувана (070) 2P+PE 16А 250В IP44, TAREL (Польща)","<h2>Опис товару</h2><p><strong>Розетки силові вбудовувані</strong> встановлюються в монтажні набори, бокси, шафи, установчі коробки. Призначені для підключення силових вилок.</p><p><strong>Корпус:</strong> ударостійкий самозатухаючий ПВХ, стійкий до атмосферних впливів;</p><p><strong>Ступінь захисту:</strong> IP44.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>стаціонарна розетка для прихованої проводки</td></tr><tr><td>Кількість полюсів</td><td>2P+PE</td></tr><tr><td>Номінальний струм, А</td><td>16</td></tr><tr><td>Номінальна напруга (≤), В</td><td>220 (250)</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Стационарная розетка для скрытой проводки,Русский ~ 2P+PE,Русский ~ 16,Русский ~ 220 (250),Русский ~ IP44
https://001.com.ua/silovaya-rozetka-statsionarnaya-vstraivaemaya-055-3p-n-pe-63a-400v-ip67-tarel-polsha,new,,,https://001.com.ua/media/photos/tarel/plugs-sockets/tarel-enext-silovaya-rozetka-statsionarnaya-vstraivaemaya-055-photo.jpg ;; https://001.com.ua/media/photos/tarel/plugs-sockets/gabaritnye-razmery-tarel-enext-055-photo.jpg,"Силовая розетка стационарная встраиваемая (055) 3P+N+PE 63А 400В IP67, TAREL (Польша)",Силовые разъемы,TAREL,055,055,instock,1,12,"1 616,82","Силовая розетка стационарная встраиваемая (055) 3P+N+PE 63А 400В IP67, TAREL (Польша)","<h2>Описание товара</h2><p><strong>Розетки силовые встраиваемые</strong> устанавливаются в монтажные наборы, боксы, шкафы, установочные коробки. Предназначены для подключения силовых вилок.</p><p><strong>Корпус:</strong> ударопрочный самозатухающий ПВХ, стойкий к атмосферным воздействиям;</p><p><strong>Степень защиты:</strong> IP67.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>стационарная розетка для скрытой проводки</td></tr><tr><td>Количество полюсов</td><td>3P+PE+N</td></tr><tr><td>Номинальный ток, А</td><td>63</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>380 (400)</td></tr><tr><td>Степень защиты</td><td>IP67</td></tr></tbody></table>","Силова розетка стаціонарна вбудовувана (055) 3P+N+PE 63А 400В IP67, TAREL (Польща)","<h2>Опис товару</h2><p><strong>Розетки силові вбудовувані</strong> встановлюються в монтажні набори, бокси, шафи, установчі коробки. Призначені для підключення силових вилок.</p><p><strong>Корпус:</strong> ударостійкий самозатухаючий ПВХ, стійкий до атмосферних впливів;</p><p><strong>Ступінь захисту:</strong> IP67.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>стаціонарна розетка для прихованої проводки</td></tr><tr><td>Кількість полюсів</td><td>3P+PE+N</td></tr><tr><td>Номінальний струм, А</td><td>63</td></tr><tr><td>Номінальна напруга (≤), В</td><td>380 (400)</td></tr><tr><td>Ступінь захисту</td><td>IP67</td></tr></tbody></table>",Русский ~ Стационарная розетка для скрытой проводки,Русский ~ 3P+PE+N,Русский ~ 63,Русский ~ 380 (400),Русский ~ IP67
https://001.com.ua/silovaya-rozetka-statsionarnaya-vstraivaemaya-054-3p-n-pe-32a-400v-ip44-tarel-polsha,new,,,https://001.com.ua/media/photos/tarel/plugs-sockets/tarel-enext-silovaya-rozetka-statsionarnaya-vstraivaemaya-054-photo.jpg ;; https://001.com.ua/media/photos/tarel/plugs-sockets/gabaritnye-razmery-tarel-enext-054-photo.jpg,"Силовая розетка стационарная встраиваемая (054) 3P+N+PE 32А 400В IP44, TAREL (Польша)",Силовые разъемы,TAREL,054,054,instock,1,12,"379,85","Силовая розетка стационарная встраиваемая (054) 3P+N+PE 32А 400В IP44, TAREL (Польша)","<h2>Описание товара</h2><p><strong>Розетки силовые встраиваемые</strong> устанавливаются в монтажные наборы, боксы, шкафы, установочные коробки. Предназначены для подключения силовых вилок.</p><p><strong>Корпус:</strong> ударопрочный самозатухающий ПВХ, стойкий к атмосферным воздействиям;</p><p><strong>Степень защиты:</strong> IP44.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>стационарная розетка для скрытой проводки</td></tr><tr><td>Количество полюсов</td><td>3P+PE+N</td></tr><tr><td>Номинальный ток, А</td><td>32</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>380 (400)</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Силова розетка стаціонарна вбудовувана (054) 3P+N+PE 32А 400В IP44, TAREL (Польща)","<h2>Опис товару</h2><p><strong>Розетки силові вбудовувані</strong> встановлюються в монтажні набори, бокси, шафи, установчі коробки. Призначені для підключення силових вилок.</p><p><strong>Корпус:</strong> ударостійкий самозатухаючий ПВХ, стійкий до атмосферних впливів;</p><p><strong>Ступінь захисту:</strong> IP44.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>стаціонарна розетка для прихованої проводки</td></tr><tr><td>Кількість полюсів</td><td>3P+PE+N</td></tr><tr><td>Номінальний струм, А</td><td>32</td></tr><tr><td>Номінальна напруга (≤), В</td><td>380 (400)</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Стационарная розетка для скрытой проводки,Русский ~ 3P+PE+N,Русский ~ 32,Русский ~ 380 (400),Русский ~ IP44
https://001.com.ua/silovaya-rozetka-statsionarnaya-vstraivaemaya-053-3p-n-pe-16a-400v-ip44-tarel-polsha,new,,,https://001.com.ua/media/photos/tarel/plugs-sockets/tarel-enext-silovaya-rozetka-statsionarnaya-vstraivaemaya-053-photo.jpg ;; https://001.com.ua/media/photos/tarel/plugs-sockets/gabaritnye-razmery-tarel-enext-053-photo.jpg,"Силовая розетка стационарная встраиваемая (053) 3P+N+PE 16А 400В IP44, TAREL (Польша)",Силовые разъемы,TAREL,053,053,instock,1,12,"300,78","Силовая розетка стационарная встраиваемая (053) 3P+N+PE 16А 400В IP44, TAREL (Польша)","<h2>Описание товара</h2><p><strong>Розетки силовые встраиваемые</strong> устанавливаются в монтажные наборы, боксы, шкафы, установочные коробки. Предназначены для подключения силовых вилок.</p><p><strong>Корпус:</strong> ударопрочный самозатухающий ПВХ, стойкий к атмосферным воздействиям;</p><p><strong>Степень защиты:</strong> IP44.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>стационарная розетка для скрытой проводки</td></tr><tr><td>Количество полюсов</td><td>3P+PE+N</td></tr><tr><td>Номинальный ток, А</td><td>16</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>380 (400)</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Силова розетка стаціонарна вбудовувана (053) 3P+N+PE 16А 400В IP44, TAREL (Польща)","<h2>Опис товару</h2><p><strong>Розетки силові вбудовувані</strong> встановлюються в монтажні набори, бокси, шафи, установчі коробки. Призначені для підключення силових вилок.</p><p><strong>Корпус:</strong> ударостійкий самозатухаючий ПВХ, стійкий до атмосферних впливів;</p><p><strong>Ступінь захисту:</strong> IP44.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>стаціонарна розетка для прихованої проводки</td></tr><tr><td>Кількість полюсів</td><td>3P+PE+N</td></tr><tr><td>Номінальний струм, А</td><td>16</td></tr><tr><td>Номінальна напруга (≤), В</td><td>380 (400)</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Стационарная розетка для скрытой проводки,Русский ~ 3P+PE+N,Русский ~ 16,Русский ~ 380 (400),Русский ~ IP44
https://001.com.ua/komplekt-vilka-rozetka-rsh-vsh-40a-rozetka-ra40-u14-vilka-v40-u03,new,,,https://001.com.ua/media/photos/other/vilki/komplekt-vilka-rozetka-rsh-vsh-40-photo.jpg ;; https://001.com.ua/media/photos/other/vilki/komplekt-vilka-rozetka-rsh-vsh-40-white-photo.jpg,"Комплект вилка-розетка РШ-ВШ 40А (розетка РА40-У14, вилка В40-У03)",Силовые разъемы,ERROR,ERROR,ERROR,instock,1,12,"67,27","Комплект вилка-розетка РШ-ВШ 40А (розетка РА40-У14, вилка В40-У03)","<h2>Описание товара</h2><p>Разъемы РШ-ВШ 40А применяются при установке бытового и промышленного однофазного электрооборудования с заземлением. Выпускаются в черном или белом бакелитовом корпусе, имеют 3 контакта.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>переносная вилка; стационарная розетка</td></tr><tr><td>Количество полюсов</td><td>2P+PE</td></tr><tr><td>Номинальный ток, А</td><td>40</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>220 (250)</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr><tr><td>Материал корпуса</td><td>карболит</td></tr><tr><td>Цвет</td><td>черный/белый</td></tr><tr><td>Страна производства</td><td>Украина</td></tr></tbody></table>","Комплект вилка-розетка РШ-ВШ 40А (розетка РА40-У14, вилка В40-У03)","<h2>Опис товару</h2><p>Роз'єми РШ-ВШ 40А застосовуються при встановленні побутового і промислового однофазного електрообладнання із заземленням. Випускаються в чорному або білому бакелітовому корпусі, мають 3 контакти.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>переносна вилка; стаціонарна розетка</td></tr><tr><td>Кількість полюсів</td><td>2P+PE</td></tr><tr><td>Номінальний струм, А</td><td>40</td></tr><tr><td>Номінальна напруга (≤), В</td><td>220 (250)</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr><tr><td>Матеріал корпусу</td><td>карболіт</td></tr><tr><td>Колір</td><td>чорний/білий</td></tr><tr><td>Країна виробництва</td><td>Україна</td></tr></tbody></table>",Русский ~ Переносная вилка ;; Русский ~ стационарная розетка,Русский ~ 2P+PE,Русский ~ 40,Русский ~ 220 (250),Русский ~ IP44
https://001.com.ua/komplekt-vilka-rozetka-rsh-vsh-30-32a-rozetka-ra32-u16-vilka-v32-u05,new,,,https://001.com.ua/media/photos/other/vilki/komplekt-vilka-rozetka-rsh-vsh-30-32a-photo.jpg,"Комплект вилка-розетка РШ-ВШ 30 32А (розетка РА32-У16, вилка В32-У05)",Силовые разъемы,ERROR,ERROR,ERROR,instock,1,12,"71,41","Комплект вилка-розетка РШ-ВШ 30 32А (розетка РА32-У16, вилка В32-У05)","<h2>Описание товара</h2><p>Разъемы РШ-ВШ 30 применяются при установке бытового и промышленного трехфазного электрооборудования с заземлением. Выпускаются в черном бакелитовом корпусе, имеют 4 контакта.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>переносная вилка; стационарная розетка</td></tr><tr><td>Количество полюсов</td><td>3P+PE</td></tr><tr><td>Номинальный ток, А</td><td>32</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>380 (400)</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr><tr><td>Материал корпуса</td><td>карболит</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Страна производства</td><td>Украина</td></tr></tbody></table>","Комплект вилка-розетка РШ-ВШ 30 32А (розетка РА32-У16, вилка В32-У05)","<h2>Опис товару</h2><p>Роз'єми РШ-ВШ 30 застосовуються при встановленні побутового та промислового трифазного електрообладнання із заземленням. Випускаються в чорному бакелітовому корпусі, мають 4 контакти.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>переносна вилка; стаціонарна розетка</td></tr><tr><td>Кількість полюсів</td><td>3P+PE</td></tr><tr><td>Номінальний струм, А</td><td>32</td></tr><tr><td>Номінальна напруга (≤), В</td><td>380 (400)</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr><tr><td>Матеріал корпусу</td><td>карболіт</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Країна виробництва</td><td>Україна</td></tr></tbody></table>",Русский ~ Переносная вилка ;; Русский ~ стационарная розетка,Русский ~ 3P+PE,Русский ~ 32,Русский ~ 380 (400),Русский ~ IP44
https://001.com.ua/komplekt-vilka-rozetka-rsh-vsh-30-25a-rozetka-ra25-u15-vilka-v25-u04,new,,,https://001.com.ua/media/photos/other/vilki/komplekt-vilka-rozetka-rsh-vsh-30-25a-photo.jpg,"Комплект вилка-розетка РШ-ВШ 30 25А (розетка РА25-У15, вилка В25-У04)",Силовые разъемы,ERROR,ERROR,ERROR,instock,1,12,"67,69","Комплект вилка-розетка РШ-ВШ 30 25А (розетка РА25-У15, вилка В25-У04)","<h2>Описание товара</h2><p>Разъемы РШ-ВШ 30 применяются при установке бытового и промышленного трехфазного электрооборудования с заземлением. Выпускаются в черном бакелитовом корпусе, имеют 4 контакта.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>переносная вилка; стационарная розетка</td></tr><tr><td>Количество полюсов</td><td>3P+PE</td></tr><tr><td>Номинальный ток, А</td><td>25</td></tr><tr><td>Номинальное напряжение (≤), В</td><td>380 (400)</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr><tr><td>Материал корпуса</td><td>карболит</td></tr><tr><td>Цвет</td><td>черный</td></tr><tr><td>Страна производства</td><td>Украина</td></tr></tbody></table>","Комплект вилка-розетка РШ-ВШ 30 25А (розетка РА25-У15, вилка В25-У04)","<h2>Опис товару</h2><p>Роз'єми РШ-ВШ 30 застосовуються при встановленні побутового та промислового трифазного електрообладнання із заземленням. Випускаються в чорному бакелітовому корпусі, мають 4 контакти.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>переносна вилка; стаціонарна розетка</td></tr><tr><td>Кількість полюсів</td><td>3P+PE</td></tr><tr><td>Номінальний струм, А</td><td>25</td></tr><tr><td>Номінальна напруга (≤), В</td><td>380 (400)</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr><tr><td>Матеріал корпусу</td><td>карболіт</td></tr><tr><td>Колір</td><td>чорний</td></tr><tr><td>Країна виробництва</td><td>Україна</td></tr></tbody></table>",Русский ~ Переносная вилка ;; Русский ~ стационарная розетка,Русский ~ 3P+PE,Русский ~ 25,Русский ~ 380 (400),Русский ~ IP44
