URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description
https://001.com.ua/shina-soedinitelnaya-tipa-pin-shtyr-1p-100-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-pin-shtyr-2-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-pin-1p-100a-18mm-photo.jpg,"Шина соединительная типа PIN (штырь) 1P 100 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS21-1-100,YNS21-1-100,outofstock,1,12,"736,01","Шина соединительная типа PIN (штырь) 1P 100 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу PIN (штир) 1P 100 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-pin-shtyr-2p-100-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-pin-shtyr-2-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-pin-2p-100a-18mm-photo.jpg,"Шина соединительная типа PIN (штырь) 2P 100 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS21-2-100,YNS21-2-100,outofstock,1,12,"1 454,55","Шина соединительная типа PIN (штырь) 2P 100 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу PIN (штир) 2P 100 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-pin-shtyr-2p-100-a-shag-27-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-pin-shtyr-shag-27-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-pin-2p-100a-27mm-photo.jpg,"Шина соединительная типа PIN (штырь) 2P 100 А шаг 27 мм, IEK",Шины соединительные,IEK,YNS51-2-100,YNS51-2-100,outofstock,1,12,"1 386,53","Шина соединительная типа PIN (штырь) 2P 100 А шаг 27 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу PIN (штир) 2P 100 А крок 27 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-fork-vilka-2p-63-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-fork-vilka-1-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-fork-2p-63a-18mm-photo.jpg,"Шина соединительная типа FORK (вилка) 2P 63 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS11-2-063,YNS11-2-063,outofstock,1,12,"483,84","Шина соединительная типа FORK (вилка) 2P 63 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу FORK (вилка) 2P 63 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-fork-vilka-1p-100-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-fork-vilka-1-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-fork-1p-100a-18mm-photo.jpg,"Шина соединительная типа FORK (вилка) 1P 100 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS11-1-100,YNS11-1-100,outofstock,1,12,"853,68","Шина соединительная типа FORK (вилка) 1P 100 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу FORK (вилка) 1P 100 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-pin-shtyr-4p-100-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-pin-shtyr-3-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-pin-4p-100a-18mm-photo.jpg,"Шина соединительная типа PIN (штырь) 4P 100 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS21-4-100,YNS21-4-100,outofstock,1,12,"2 494,42","Шина соединительная типа PIN (штырь) 4P 100 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу PIN (штир) 4P 100 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-pin-shtyr-1p-100-a-shag-27-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-pin-shtyr-shag-27-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-pin-1p-100a-27mm-photo.jpg,"Шина соединительная типа PIN (штырь) 1P 100 А шаг 27 мм, IEK",Шины соединительные,IEK,YNS51-1-100,YNS51-1-100,outofstock,1,12,"760,66","Шина соединительная типа PIN (штырь) 1P 100 А шаг 27 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу PIN (штир) 1P 100 А крок 27 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-pin-shtyr-4p-100-a-shag-27-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-pin-shtyr-shag-27-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-pin-4p-100a-27mm-photo.jpg,"Шина соединительная типа PIN (штырь) 4P 100 А шаг 27 мм, IEK",Шины соединительные,IEK,YNS51-4-100,YNS51-4-100,outofstock,1,12,"2 455,32","Шина соединительная типа PIN (штырь) 4P 100 А шаг 27 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу PIN (штир) 4P 100 А крок 27 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-fork-vilka-4p-63-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-fork-vilka-3-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-fork-4p-63a-18mm-photo.jpg,"Шина соединительная типа FORK (вилка) 4P 63 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS11-4-063,YNS11-4-063,outofstock,1,12,"1 054,94","Шина соединительная типа FORK (вилка) 4P 63 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу FORK (вилка) 4P 63 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-fork-vilka-2p-100-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-fork-vilka-1-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-fork-2p-100a-18mm-photo.jpg,"Шина соединительная типа FORK (вилка) 2P 100 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS11-2-100,YNS11-2-100,outofstock,1,12,"1 547,21","Шина соединительная типа FORK (вилка) 2P 100 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу FORK (вилка) 2P 100 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/shina-soedinitelnaya-tipa-fork-vilka-4p-100-a-shag-18-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-shina-soedinitelnaya-tipa-fork-vilka-3-polyusnaya-shag-18-mm-photo.jpg ;; https://001.com.ua/media/photos/iek/boxes_accessories/gabaritnye-razmery-iek-shina-fork-4p-100a-18mm-photo.jpg,"Шина соединительная типа FORK (вилка) 4P 100 А шаг 18 мм, IEK",Шины соединительные,IEK,YNS11-4-100,YNS11-4-100,outofstock,1,12,"2 591,90","Шина соединительная типа FORK (вилка) 4P 100 А шаг 18 мм, IEK","<h2>Описание товара</h2><p>Применяются для удобного и безопасного соединения групп: ВА (выключатели автоматические), АД (автоматы дифференциальные), ВД (выключатели дифференциальные), ВН (выключатели нагрузки).</p> ","Шина з'єднувальна типу FORK (вилка) 4P 100 А крок 18 мм, IEK","<h2>Опис товару</h2><p>Застосовуються для зручного і безпечного з'єднання груп: ВА (вимикачі автоматичні), АД (автомати диференційні), ВД (вимикачі диференційні), ВН (вимикачі навантаження).</p> "
https://001.com.ua/zaglushka-dlya-pin-1p-100-a-shag-27-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-zaglushka-dlya-pin-1p-100-a-shag-27-mm-photo.jpg,"Заглушка для PIN 1P 100 А шаг 27 мм, IEK",Шины соединительные,IEK,YNK51-1-100,YNK51-1-100,outofstock,1,12,,"Заглушка для PIN 1P 100 А шаг 27 мм, IEK",<h2>Описание товара</h2><p>Используются совместно с шинами PIN 1P 100 А шаг 27 мм.</p> ,"Заглушка для PIN 1P 100 А крок 27 мм, IEK",<h2>Опис товару</h2><p>Використовуються спільно з шинами PIN 1P 100 А крок 27 мм.</p> 
https://001.com.ua/zaglushka-dlya-pin-2p-100-a-shag-27-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-zaglushka-dlya-pin-2p-100-a-shag-27-mm-photo.jpg,"Заглушка для PIN 2P 100 А шаг 27 мм, IEK",Шины соединительные,IEK,YNK51-2-100,YNK51-2-100,outofstock,1,12,"2,28","Заглушка для PIN 2P 100 А шаг 27 мм, IEK",<h2>Описание товара</h2><p>Используются совместно с шинами PIN 2P 100 А шаг 27 мм.</p> ,"Заглушка для PIN 2P 100 А крок 27 мм, IEK",<h2>Опис товару</h2><p>Використовуються спільно з шинами PIN 2P 100 А крок 27 мм.</p> 
https://001.com.ua/zaglushka-dlya-pin-4p-100-a-shag-27-mm-iek,new,,,https://001.com.ua/media/photos/iek/boxes_accessories/iek-zaglushka-dlya-pin-4p-100-a-shag-27-mm-photo.jpg,"Заглушка для PIN 4P 100 А шаг 27 мм, IEK",Шины соединительные,IEK,YNK51-4-100,YNK51-4-100,outofstock,1,12,,"Заглушка для PIN 4P 100 А шаг 27 мм, IEK",<h2>Описание товара</h2><p>Используются совместно с шинами PIN 4P 100 А шаг 27 мм.</p> ,"Заглушка для PIN 4P 100 А крок 27 мм, IEK",<h2>Опис товару</h2><p>Використовуються спільно з шинами PIN 4P 100 А крок 27 мм.</p> 
